"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","20975","","","","0"
"2011-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","30506","","","","0"
"2011-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","65224","","","","0"
"2011-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","63540","","","","0"
"2011-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","57745","","","","0"
"2011-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","30790","","","","0"
"2011-07","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","37116","","","","0"
"2011-08","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","38098","","","","0"
"2011-09","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","41616","","","","0"
"2011-10","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","64294","","","","0"
"2011-11","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","74280","","","","0"
"2011-12","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","60536","","","","0"
"2012-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","53438","","","","0"
"2012-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","55289","","","","0"
"2012-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","61605","","","","0"
"2012-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","50051","","","","0"
"2012-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","43530","","","","0"
"2012-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","33916","","","","0"
"2012-07","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","34183","","","","0"
"2012-08","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","33891","","","","0"
"2012-09","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","48112","","","","0"
"2012-10","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","64268","","","","0"
"2012-11","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","50427","","","","0"
"2012-12","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","50165","","","","0"
"2013-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","59509","","","","0"
"2013-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","42916","","","","0"
"2013-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","32945","","","","0"
"2013-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","58750","","","","0"
"2013-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","47723","","","","0"
"2013-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","35158","","","","0"
"2013-07","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","35878","","","","0"
"2013-08","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","29977","","","","0"
"2013-09","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","46637","","","","0"
"2013-10","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","47099","","","","0"
"2013-11","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","69379","","","","0"
"2013-12","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","48347","","","","0"
"2014-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","69708","","","","0"
"2014-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","51915","","","","0"
"2014-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","76279","","","","0"
"2014-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","58037","","","","0"
"2014-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","32132","","","","0"
"2014-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","31282","","","","0"
"2014-07","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","50131","","","","0"
"2014-08","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","31618","","","","0"
"2014-09","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","53986","","","","0"
"2014-10","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","61527","","","","0"
"2014-11","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","65895","","","","0"
"2014-12","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","49572","","","","0"
"2015-01","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","68048","","","","0"
"2015-02","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","50293","","","","0"
"2015-03","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","78611","","","","0"
"2015-04","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","50674","","","","0"
"2015-05","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","61017","","","","0"
"2015-06","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units","0","v53845222","5.1.8","44655","","","","0"
