Country Name,"Country Code","Series Name","Series Code","2018Q1 [YR2018Q1]","2018Q2 [YR2018Q2]","2018Q3 [YR2018Q3]","2018Q4 [YR2018Q4]","2019Q1 [YR2019Q1]","2019Q2 [YR2019Q2]","2019Q3 [YR2019Q3]","2019Q4 [YR2019Q4]","2020Q1 [YR2020Q1]","2020Q2 [YR2020Q2]","2020Q3 [YR2020Q3]","2020Q4 [YR2020Q4]","2021Q1 [YR2021Q1]","2021Q2 [YR2021Q2]","2021Q3 [YR2021Q3]","2021Q4 [YR2021Q4]","2022Q1 [YR2022Q1]","2022Q2 [YR2022Q2]","2022Q3 [YR2022Q3]","2022Q4 [YR2022Q4]"
China,"CHN","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
China,"CHN","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Colombia,"COL","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","4602993832.11615","4588424716.7216","4560550755.47645","4934786010.76913","4798582920.34317","5052833383.74798","5870319073.46113","5624439150.63918","7224593153.89403","6737546655.25804","7152411938.2441","7976888398.66312","7036978100.30507","7037665683.65705","5516410837.42391","5605597249.10533","6707834411.18467","6968458618.54313","7735280107.69942","9352700453.08365"
Colombia,"COL","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Colombia,"COL","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Colombia,"COL","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","3255347810.4395","3293615056.7232","3997214547.5605","3205649328.34","3698119091.14","4097679155.44","4155389066.42889","4308070308.58669","3294372775.11126","3220348265.85366","2825099845.2","2856499913","2903459785.92","2944626646.5684","3165086390.596","3014712043.86","2999674613.71636","2775481338.06605","2852900535.55661","1879562014.41201"
Colombia,"COL","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Colombia,"COL","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","7858341642.55564","7882039773.4448","8557765303.03695","8140435339.10913","8496702011.48317","9150512539.18797","10025708139.89","9932509459.22586","10518965929.0053","9957894921.1117","9977511783.4441","10833388311.6631","9940437886.22507","9982292330.22544","8681497228.01991","8620309292.96533","9707509024.90103","9743939956.60918","10588180643.256","11232262467.4957"
"Congo, Dem. Rep.","COD","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Congo, Dem. Rep.","COD","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Congo, Dem. Rep.","COD","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Congo, Dem. Rep.","COD","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Congo, Dem. Rep.","COD","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Congo, Dem. Rep.","COD","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Costa Rica,"CRI","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Costa Rica,"CRI","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","2549355.96593103","2366789.27193745","1779291.02472533","1452368.46722085","851932.91163242","99627696.2748888","79629964.4644628","1061225.63156518","30596884.1577203","33380440.7697039","3802714.21595287","117065691.257163","81751910.0915505","53505504.6306947","228391956.930069","74046660.1924343","17945346.3501916","21869012.5465287","5418098.88979784","30868259.3511124"
Costa Rica,"CRI","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Costa Rica,"CRI","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","2433296969.57279","2482233225.65608","2418547649.46464","1616201102.52256","1502697702.61295","923165733.083472","988171922.717834","710357426.828937","975450682.477942","1486159114.71262","1077405725.16265","899689415.534353","495707738.939932","466045804.580449","114976829.214926","243114378.629067","96205574.6943744","190653256.123654","416462077.250554","425047517.467594"
Costa Rica,"CRI","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Costa Rica,"CRI","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","2435846325.53871","2484600014.92802","2420326940.48936","1617653470.98978","1503549635.52458","1022793429.35836","1067801887.1823","711418652.460502","1006047566.63566","1519539555.48232","1081208439.3786","1016755106.79152","577459649.031482","519551309.211143","343368786.144995","317161038.821501","114150921.044566","212522268.670183","421880176.140353","455915776.818706"
Cote d'Ivoire,"CIV","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cote d'Ivoire,"CIV","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cote d'Ivoire,"CIV","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cote d'Ivoire,"CIV","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","145205741.534887","104513022.306","103777888.5","102910500","121553400","156162571.631982","200060310.813278","163583585.204518","171432554.268039","159834614.768956","282590032.578355","757841913.570553","716388943.56","NA","620622.128279748","584984.808455432","635980.071864466","610117.904069931","452096.106299652","391459.73013475"
Cote d'Ivoire,"CIV","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cote d'Ivoire,"CIV","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","145205741.534887","104513022.306","103777888.5","102910500","121553400","156162571.631982","200060310.813278","163583585.204518","171432554.268039","159834614.768956","282590032.578355","757841913.570553","716388943.56","NA","620622.128279748","584984.808455432","635980.071864466","610117.904069931","452096.106299652","391459.73013475"
Croatia,"HRV","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Croatia,"HRV","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Croatia,"HRV","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Croatia,"HRV","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Croatia,"HRV","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Croatia,"HRV","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Cyprus,"CYP","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Czechia,"CZE","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Czechia,"CZE","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Czechia,"CZE","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Czechia,"CZE","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Czechia,"CZE","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Czechia,"CZE","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Denmark,"DNK","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Denmark,"DNK","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Denmark,"DNK","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Denmark,"DNK","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Denmark,"DNK","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Denmark,"DNK","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Dominican Republic,"DOM","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Dominican Republic,"DOM","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","136458203.317653","221448469.270232","332061911.732189","599380198.828627","577700580.019777","510801449.955527","506819937.616278","56412092.4484659","45368491.0435649","190761423.909272","234655277.511323","0","0","0","15124386.0837024","0","NA","NA","NA","NA"
Dominican Republic,"DOM","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Dominican Republic,"DOM","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","0","0","NA","NA","NA","NA"
Dominican Republic,"DOM","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Dominican Republic,"DOM","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","136458203.317653","221448469.270232","332061911.732189","599380198.828627","577700580.019777","510801449.955527","506819937.616278","56412092.4484659","45368491.0435649","190761423.909272","234655277.511323","NA","NA","NA","15124386.0837024","NA","NA","NA","NA","NA"
El Salvador,"SLV","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0"
El Salvador,"SLV","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","102378054.32","102106259.65","104910438.963333","25958120","19267116.31","2547636.97","1177997.05","18294022.1","16019958.3533333","17880744.63","16521307.9","0","32225022.48","42829662.09","41809457.24","47920452.39","21524331.39","5000000","16716037.5958333","16903591.8094118"
El Salvador,"SLV","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","5157920.2496078","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0"
El Salvador,"SLV","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","972213300","932172000","811580900","816599400","1066280300","1078903000","966002740.45","991332340.45","1686487919.1","1940238278.65","2130624478.65","2055027478.65","2394110900","2438198700","2360780000","2638472800","2492845000","2411139200","2411535600","2744360100"
El Salvador,"SLV","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","0","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0"
El Salvador,"SLV","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","1074591354.32","1034278259.65","921649259.212941","842557520","1085547416.31","1081450636.97","967180737.5","1009626362.55","1702507877.45333","1958119023.28","2147145786.55","2055027478.65","2426335922.48","2481028362.09","2402589457.24","2686393252.39","2514369331.39","2416139200","2428251637.59583","2761263691.80941"
Estonia,"EST","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Estonia,"EST","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Estonia,"EST","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Estonia,"EST","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Estonia,"EST","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Estonia,"EST","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"FJI","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Finland,"FIN","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Finland,"FIN","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Finland,"FIN","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Finland,"FIN","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Finland,"FIN","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Finland,"FIN","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
France,"FRA","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
France,"FRA","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
France,"FRA","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
France,"FRA","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
France,"FRA","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
France,"FRA","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Georgia,"GEO","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","32751837.6039123","33116073.6969697","32975648.0457375","33087702.9742659","33087553.2243503","33311363.62","33423268.8200009","33870092.62","33647079.2199791","33758984.4199684","33759011.7310184","33870889.62","34094700.4617309","34206605.2424669","34318510.5583722","34625581.3095547","34537454.4978429","34654226.0197491","38574527.4457624","38575490.2899995"
Georgia,"GEO","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","15988475.2621465","19073957.9755338","16914786.553202","21008019.071864","19314325.1725394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Georgia,"GEO","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Georgia,"GEO","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","279052771.553618","250259033.59425","220426970.819437","240193230.493038","231674518.619299","217700291.637327","211525300.59895","289724354.011926","272271901.120245","290787564.728715","263753389.451506","238909744.198254","188806278.687454","142346805.267053","123678395.090064","109262154.041703","120840088.221008","136974303.573729","162743225.620445","163488126.150997"
Georgia,"GEO","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","3004276821.30843","2944499775.36667","3117337453.22655","3237528615.14541","3008534436.56633","3357135252.2362","3569477460.30397","3712458563.07842","3328494732.24029","3664165842.63535","3527459321.9859","3730777449.5361","3638198825.44121","3654450205.98535","3741481575.20798","3894392488.94872","3867291898.70348","4001181448.37146","4389654679.6926","5096063805.14797"
Georgia,"GEO","Gross PSD, Total, Short-term, All instruments, Nominal Value, US$","DP.DOD.DSTC.CR.PS.CD","3332069905.72811","3246948840.63343","3387654858.64493","3531817567.68458","3292610833.58252","3608146907.49353","3814426029.72293","4036053009.71036","3634413712.58051","3988712391.78404","3824971723.16843","4003558083.35436","3861099804.59038","3831003616.49488","3899478480.85642","4038280224.29996","4022669441.42234","4172809977.96494","4590972432.75881","5298127421.58898"
Germany,"DEU","Gross PSD, Total, Short-term, Other accounts payable, Nominal Value, US$","DP.DOD.DSOA.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Germany,"DEU","Gross PSD, Total, Short-term, Loans, Nominal Value, US$","DP.DOD.DSLO.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Germany,"DEU","Gross PSD, Total, Short-term, Insurance, pensions, and standardized guarantee schemes, Nominal Value, US$","DP.DOD.DSIN.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Germany,"DEU","Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$","DP.DOD.DSDS.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Germany,"DEU","Gross PSD, Total, Short-term, Currency and deposits, Nominal Value, US$","DP.DOD.DSCD.CR.PS.CD","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
